Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/dev/items?id=b9f665d7-2a48-4d63-a75c-f4cd28ba6964,1,0,57.65638299999409,57.65638299999409,57.65638299999409,57.65638299999409,64.0,0.00837577179469376,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/dev/items?id=b9f665d7-2a48-4d63-a75c-f4cd28ba6964,1,0,58.731056000056014,58.731056000056014,58.731056000056014,58.731056000056014,69.0,0.00837577179469376,0.0,59,59,59,59,59,59,59,59,59,59,59
DELETE,/dev/items?id=ba257597-0f09-49ea-a2bc-6053e09c2c51,1,0,179.03080400003546,179.03080400003546,179.03080400003546,179.03080400003546,64.0,0.00837577179469376,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/dev/items?id=ba257597-0f09-49ea-a2bc-6053e09c2c51,1,0,79.66001400006917,79.66001400006917,79.66001400006917,79.66001400006917,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=ba26429a-080a-417f-9e28-d82bd3f9e8dc,1,0,55.584663999979966,55.584663999979966,55.584663999979966,55.584663999979966,64.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/dev/items?id=ba26429a-080a-417f-9e28-d82bd3f9e8dc,1,0,57.679600000028586,57.679600000028586,57.679600000028586,57.679600000028586,69.0,0.00837577179469376,0.0,58,58,58,58,58,58,58,58,58,58,58
DELETE,/dev/items?id=ba27a3a0-a616-4761-a512-70cc29247fca,1,0,185.93699600000946,185.93699600000946,185.93699600000946,185.93699600000946,64.0,0.00837577179469376,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/dev/items?id=ba27a3a0-a616-4761-a512-70cc29247fca,1,0,74.08075299997563,74.08075299997563,74.08075299997563,74.08075299997563,69.0,0.00837577179469376,0.0,74,74,74,74,74,74,74,74,74,74,74
DELETE,/dev/items?id=bae17a0b-55e9-4aad-b01c-c0501f0e28f1,1,0,78.94318500007103,78.94318500007103,78.94318500007103,78.94318500007103,64.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,/dev/items?id=bae17a0b-55e9-4aad-b01c-c0501f0e28f1,1,0,210.1431669999556,210.1431669999556,210.1431669999556,210.1431669999556,69.0,0.00837577179469376,0.0,210,210,210,210,210,210,210,210,210,210,210
DELETE,/dev/items?id=bbcb0a4a-25d4-45ce-b5ee-06ef4cf3c816,1,0,60.33487000001969,60.33487000001969,60.33487000001969,60.33487000001969,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=bbcb0a4a-25d4-45ce-b5ee-06ef4cf3c816,1,0,65.35529300003873,65.35529300003873,65.35529300003873,65.35529300003873,69.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
DELETE,/dev/items?id=bc141c6d-19b5-4885-95c2-cf7b18c0f0fb,1,0,75.67297699995379,75.67297699995379,75.67297699995379,75.67297699995379,64.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/dev/items?id=bc141c6d-19b5-4885-95c2-cf7b18c0f0fb,1,0,76.57171200003177,76.57171200003177,76.57171200003177,76.57171200003177,69.0,0.00837577179469376,0.0,77,77,77,77,77,77,77,77,77,77,77
DELETE,/dev/items?id=bc96f6c0-ec52-49fa-b274-a88d4779b025,1,0,82.79396199998246,82.79396199998246,82.79396199998246,82.79396199998246,64.0,0.00837577179469376,0.0,83,83,83,83,83,83,83,83,83,83,83
GET,/dev/items?id=bc96f6c0-ec52-49fa-b274-a88d4779b025,1,0,60.91811199996755,60.91811199996755,60.91811199996755,60.91811199996755,69.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
DELETE,/dev/items?id=bcda10d9-01aa-432c-8f3e-d7e9d4fd9181,1,0,79.74113800003124,79.74113800003124,79.74113800003124,79.74113800003124,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=bcda10d9-01aa-432c-8f3e-d7e9d4fd9181,1,0,80.51431700005196,80.51431700005196,80.51431700005196,80.51431700005196,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=bd0862c4-dacb-44f4-9a9b-9e10a95cedd1,1,0,85.77743799992277,85.77743799992277,85.77743799992277,85.77743799992277,64.0,0.00837577179469376,0.0,86,86,86,86,86,86,86,86,86,86,86
GET,/dev/items?id=bd0862c4-dacb-44f4-9a9b-9e10a95cedd1,1,0,80.40554599995176,80.40554599995176,80.40554599995176,80.40554599995176,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=bd0ae9c3-cbac-48b9-9628-03b2959775f3,1,0,87.228767000056,87.228767000056,87.228767000056,87.228767000056,64.0,0.00837577179469376,0.0,87,87,87,87,87,87,87,87,87,87,87
GET,/dev/items?id=bd0ae9c3-cbac-48b9-9628-03b2959775f3,1,0,72.7230040000677,72.7230040000677,72.7230040000677,72.7230040000677,69.0,0.00837577179469376,0.0,73,73,73,73,73,73,73,73,73,73,73
DELETE,/dev/items?id=bded745b-7195-4887-acdc-444e0bf2f76e,1,0,60.83350699998391,60.83350699998391,60.83350699998391,60.83350699998391,64.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/dev/items?id=bded745b-7195-4887-acdc-444e0bf2f76e,1,0,46.72883400007777,46.72883400007777,46.72883400007777,46.72883400007777,69.0,0.00837577179469376,0.0,47,47,47,47,47,47,47,47,47,47,47
DELETE,/dev/items?id=be0d1741-96c1-4c0d-b4a7-745abe2daa37,1,0,54.145992000030674,54.145992000030674,54.145992000030674,54.145992000030674,64.0,0.00837577179469376,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/dev/items?id=be0d1741-96c1-4c0d-b4a7-745abe2daa37,1,0,84.61332000001676,84.61332000001676,84.61332000001676,84.61332000001676,69.0,0.00837577179469376,0.0,85,85,85,85,85,85,85,85,85,85,85
DELETE,/dev/items?id=be87b252-8a79-4aa3-a183-21731e611c88,1,0,59.0849039999739,59.0849039999739,59.0849039999739,59.0849039999739,64.0,0.00837577179469376,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/dev/items?id=be87b252-8a79-4aa3-a183-21731e611c88,1,0,81.47954499997923,81.47954499997923,81.47954499997923,81.47954499997923,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=bf197333-74dd-4f32-9c5f-db3ac52ca0d1,1,0,80.37827199996173,80.37827199996173,80.37827199996173,80.37827199996173,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=bf197333-74dd-4f32-9c5f-db3ac52ca0d1,1,0,80.74292399999194,80.74292399999194,80.74292399999194,80.74292399999194,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=bf370a0d-b954-419a-bf15-77a5a80b7948,1,0,77.57947799996145,77.57947799996145,77.57947799996145,77.57947799996145,64.0,0.00837577179469376,0.0,78,78,78,78,78,78,78,78,78,78,78
GET,/dev/items?id=bf370a0d-b954-419a-bf15-77a5a80b7948,1,0,60.34775000000536,60.34775000000536,60.34775000000536,60.34775000000536,69.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
DELETE,/dev/items?id=bfd78a4a-3e4a-42e6-96a1-9f0d8f6fd974,1,0,74.93615800001407,74.93615800001407,74.93615800001407,74.93615800001407,64.0,0.00837577179469376,0.0,75,75,75,75,75,75,75,75,75,75,75
GET,/dev/items?id=bfd78a4a-3e4a-42e6-96a1-9f0d8f6fd974,1,0,70.58568399997966,70.58568399997966,70.58568399997966,70.58568399997966,69.0,0.00837577179469376,0.0,71,71,71,71,71,71,71,71,71,71,71
DELETE,/dev/items?id=c0272936-a345-4b65-b3ed-81d81ae1d2cf,1,0,75.5736019999631,75.5736019999631,75.5736019999631,75.5736019999631,64.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/dev/items?id=c0272936-a345-4b65-b3ed-81d81ae1d2cf,1,0,86.07914800006711,86.07914800006711,86.07914800006711,86.07914800006711,69.0,0.00837577179469376,0.0,86,86,86,86,86,86,86,86,86,86,86
DELETE,/dev/items?id=c036fcf6-4e50-4c55-a5b7-0fe888b91c7b,1,0,63.346044000013535,63.346044000013535,63.346044000013535,63.346044000013535,64.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/dev/items?id=c036fcf6-4e50-4c55-a5b7-0fe888b91c7b,1,0,85.2493750001031,85.2493750001031,85.2493750001031,85.2493750001031,69.0,0.00837577179469376,0.0,85,85,85,85,85,85,85,85,85,85,85
DELETE,/dev/items?id=c1bf2844-ce70-4edc-837f-7f7d3ae0bc67,1,0,59.55436700003247,59.55436700003247,59.55436700003247,59.55436700003247,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=c1bf2844-ce70-4edc-837f-7f7d3ae0bc67,1,0,75.8646829999634,75.8646829999634,75.8646829999634,75.8646829999634,69.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
DELETE,/dev/items?id=c361e521-5781-43b3-aa12-7c9f009f2830,1,0,80.77782800000932,80.77782800000932,80.77782800000932,80.77782800000932,64.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/dev/items?id=c361e521-5781-43b3-aa12-7c9f009f2830,1,0,92.34512700004416,92.34512700004416,92.34512700004416,92.34512700004416,69.0,0.00837577179469376,0.0,92,92,92,92,92,92,92,92,92,92,92
DELETE,/dev/items?id=c3fc5d7b-e813-4e94-8363-2b5c4dfd137a,1,0,87.11347600001318,87.11347600001318,87.11347600001318,87.11347600001318,64.0,0.00837577179469376,0.0,87,87,87,87,87,87,87,87,87,87,87
GET,/dev/items?id=c3fc5d7b-e813-4e94-8363-2b5c4dfd137a,1,0,58.12990599997647,58.12990599997647,58.12990599997647,58.12990599997647,69.0,0.00837577179469376,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/dev/items?id=c429fa7f-3130-4ede-b3fc-88f4b19ee6a5,1,0,80.22334299994327,80.22334299994327,80.22334299994327,80.22334299994327,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=c486b3df-4d15-402a-b31e-65de0508fe9d,1,0,59.88802800004578,59.88802800004578,59.88802800004578,59.88802800004578,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=c486b3df-4d15-402a-b31e-65de0508fe9d,1,0,53.08285400008117,53.08285400008117,53.08285400008117,53.08285400008117,69.0,0.00837577179469376,0.0,53,53,53,53,53,53,53,53,53,53,53
DELETE,/dev/items?id=c58a37d9-a5ac-447b-9b8d-9a8539b442f1,1,0,76.09522099994592,76.09522099994592,76.09522099994592,76.09522099994592,64.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/dev/items?id=c58a37d9-a5ac-447b-9b8d-9a8539b442f1,1,0,74.52966300002117,74.52966300002117,74.52966300002117,74.52966300002117,69.0,0.00837577179469376,0.0,75,75,75,75,75,75,75,75,75,75,75
DELETE,/dev/items?id=c58b8043-04ac-4166-adc8-5a031cebe983,1,0,53.40330100000301,53.40330100000301,53.40330100000301,53.40330100000301,64.0,0.00837577179469376,0.0,53,53,53,53,53,53,53,53,53,53,53
GET,/dev/items?id=c58b8043-04ac-4166-adc8-5a031cebe983,1,0,60.50454000001082,60.50454000001082,60.50454000001082,60.50454000001082,69.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
DELETE,/dev/items?id=c59b8bd7-fe79-48a7-966c-a0a7721e94e7,1,0,73.9260520000471,73.9260520000471,73.9260520000471,73.9260520000471,64.0,0.00837577179469376,0.0,74,74,74,74,74,74,74,74,74,74,74
GET,/dev/items?id=c59b8bd7-fe79-48a7-966c-a0a7721e94e7,1,0,55.3373070000589,55.3373070000589,55.3373070000589,55.3373070000589,69.0,0.00837577179469376,0.0,55,55,55,55,55,55,55,55,55,55,55
DELETE,/dev/items?id=c5c466a5-50c1-4c8a-9530-50305c16ceb4,1,0,65.35752199999934,65.35752199999934,65.35752199999934,65.35752199999934,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=c5c466a5-50c1-4c8a-9530-50305c16ceb4,1,0,79.42648400000962,79.42648400000962,79.42648400000962,79.42648400000962,69.0,0.00837577179469376,0.0,79,79,79,79,79,79,79,79,79,79,79
DELETE,/dev/items?id=c5e22e0c-d94e-457d-8faa-5d55aefcfc78,1,0,65.64167600004112,65.64167600004112,65.64167600004112,65.64167600004112,64.0,0.00837577179469376,0.0,66,66,66,66,66,66,66,66,66,66,66
GET,/dev/items?id=c5e22e0c-d94e-457d-8faa-5d55aefcfc78,1,0,44.70673100001932,44.70673100001932,44.70673100001932,44.70673100001932,69.0,0.00837577179469376,0.0,45,45,45,45,45,45,45,45,45,45,45
DELETE,/dev/items?id=c6a9f092-63fb-4d88-a64f-4c747fedda4b,1,0,59.808599000007234,59.808599000007234,59.808599000007234,59.808599000007234,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=c6a9f092-63fb-4d88-a64f-4c747fedda4b,1,0,83.86569300000701,83.86569300000701,83.86569300000701,83.86569300000701,69.0,0.00837577179469376,0.0,84,84,84,84,84,84,84,84,84,84,84
DELETE,/dev/items?id=c6cd5362-f9ba-440e-970f-deaba2a7cea5,1,0,96.62299499996152,96.62299499996152,96.62299499996152,96.62299499996152,64.0,0.00837577179469376,0.0,97,97,97,97,97,97,97,97,97,97,97
GET,/dev/items?id=c6cd5362-f9ba-440e-970f-deaba2a7cea5,1,0,56.41491999995196,56.41491999995196,56.41491999995196,56.41491999995196,69.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
DELETE,/dev/items?id=c7b724b5-20c7-47b6-9a86-07230955bf41,1,0,66.5433290000692,66.5433290000692,66.5433290000692,66.5433290000692,64.0,0.00837577179469376,0.0,67,67,67,67,67,67,67,67,67,67,67
GET,/dev/items?id=c7b724b5-20c7-47b6-9a86-07230955bf41,1,0,74.69842900002277,74.69842900002277,74.69842900002277,74.69842900002277,69.0,0.00837577179469376,0.0,75,75,75,75,75,75,75,75,75,75,75
DELETE,/dev/items?id=c828d061-effa-42da-a0c5-63729b9a7b5f,1,0,165.32196600007865,165.32196600007865,165.32196600007865,165.32196600007865,64.0,0.00837577179469376,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/dev/items?id=c828d061-effa-42da-a0c5-63729b9a7b5f,1,0,50.77552700004162,50.77552700004162,50.77552700004162,50.77552700004162,69.0,0.00837577179469376,0.0,51,51,51,51,51,51,51,51,51,51,51
DELETE,/dev/items?id=c8352bd6-ecf2-47fe-9c84-ecb5b73cfd83,1,0,80.07594100001825,80.07594100001825,80.07594100001825,80.07594100001825,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=c8352bd6-ecf2-47fe-9c84-ecb5b73cfd83,1,0,55.75931099997433,55.75931099997433,55.75931099997433,55.75931099997433,69.0,0.00837577179469376,0.0,56,56,56,56,56,56,56,56,56,56,56
DELETE,/dev/items?id=c869bb19-67a0-4f74-abd0-5b6f19d8b9b2,1,0,192.1034959999588,192.1034959999588,192.1034959999588,192.1034959999588,64.0,0.00837577179469376,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/dev/items?id=c869bb19-67a0-4f74-abd0-5b6f19d8b9b2,1,0,52.907006000054935,52.907006000054935,52.907006000054935,52.907006000054935,69.0,0.00837577179469376,0.0,53,53,53,53,53,53,53,53,53,53,53
DELETE,/dev/items?id=c87e14eb-6171-4565-a75f-f1ae20f21ee2,1,0,51.07991099998799,51.07991099998799,51.07991099998799,51.07991099998799,64.0,0.00837577179469376,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/dev/items?id=c87e14eb-6171-4565-a75f-f1ae20f21ee2,1,0,48.48903300000984,48.48903300000984,48.48903300000984,48.48903300000984,69.0,0.00837577179469376,0.0,48,48,48,48,48,48,48,48,48,48,48
DELETE,/dev/items?id=c89aa11e-9244-4ba9-b2d4-41b3676c8a97,1,0,65.3643949999605,65.3643949999605,65.3643949999605,65.3643949999605,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=c89aa11e-9244-4ba9-b2d4-41b3676c8a97,1,0,82.66522399992482,82.66522399992482,82.66522399992482,82.66522399992482,69.0,0.00837577179469376,0.0,83,83,83,83,83,83,83,83,83,83,83
DELETE,/dev/items?id=c9afc992-7751-4403-93a4-4b5e9170adad,1,0,70.97023200003605,70.97023200003605,70.97023200003605,70.97023200003605,64.0,0.00837577179469376,0.0,71,71,71,71,71,71,71,71,71,71,71
GET,/dev/items?id=c9afc992-7751-4403-93a4-4b5e9170adad,1,0,71.29612199992152,71.29612199992152,71.29612199992152,71.29612199992152,69.0,0.00837577179469376,0.0,71,71,71,71,71,71,71,71,71,71,71
DELETE,/dev/items?id=c9fc7b53-f030-496d-878e-d55532bfe0ff,1,0,68.27460800002427,68.27460800002427,68.27460800002427,68.27460800002427,64.0,0.00837577179469376,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/dev/items?id=c9fc7b53-f030-496d-878e-d55532bfe0ff,1,0,81.06868000004397,81.06868000004397,81.06868000004397,81.06868000004397,69.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
DELETE,/dev/items?id=ca4daa16-165e-4401-9869-0d6a8818c06d,1,0,84.1614580000396,84.1614580000396,84.1614580000396,84.1614580000396,64.0,0.00837577179469376,0.0,84,84,84,84,84,84,84,84,84,84,84
GET,/dev/items?id=ca4daa16-165e-4401-9869-0d6a8818c06d,1,0,90.45687799994084,90.45687799994084,90.45687799994084,90.45687799994084,69.0,0.00837577179469376,0.0,90,90,90,90,90,90,90,90,90,90,90
DELETE,/dev/items?id=ca8906fe-5999-453e-8072-ead8d0e3ea73,1,0,79.92251200005285,79.92251200005285,79.92251200005285,79.92251200005285,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=ca8906fe-5999-453e-8072-ead8d0e3ea73,1,0,69.51735800009828,69.51735800009828,69.51735800009828,69.51735800009828,69.0,0.00837577179469376,0.0,70,70,70,70,70,70,70,70,70,70,70
DELETE,/dev/items?id=ca90c2a4-6b41-4a60-b37e-9eed0e6aae35,1,0,53.89810299993769,53.89810299993769,53.89810299993769,53.89810299993769,64.0,0.00837577179469376,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/dev/items?id=ca90c2a4-6b41-4a60-b37e-9eed0e6aae35,1,0,56.78453999996691,56.78453999996691,56.78453999996691,56.78453999996691,69.0,0.00837577179469376,0.0,57,57,57,57,57,57,57,57,57,57,57
DELETE,/dev/items?id=cbd03811-2640-4925-a049-aa036119f89b,1,0,64.74924500002999,64.74924500002999,64.74924500002999,64.74924500002999,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=cbd03811-2640-4925-a049-aa036119f89b,1,0,56.87619499997254,56.87619499997254,56.87619499997254,56.87619499997254,69.0,0.00837577179469376,0.0,57,57,57,57,57,57,57,57,57,57,57
DELETE,/dev/items?id=cc1e0251-4f7f-49a3-8a0f-32188144c416,1,0,63.92625199998747,63.92625199998747,63.92625199998747,63.92625199998747,64.0,0.00837577179469376,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/dev/items?id=cc1e0251-4f7f-49a3-8a0f-32188144c416,1,0,192.0990429999847,192.0990429999847,192.0990429999847,192.0990429999847,69.0,0.00837577179469376,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/dev/items?id=cd0b0a0b-43ea-4d2c-86e8-943556ecf63b,1,0,65.5927300000485,65.5927300000485,65.5927300000485,65.5927300000485,64.0,0.00837577179469376,0.0,66,66,66,66,66,66,66,66,66,66,66
GET,/dev/items?id=cd0b0a0b-43ea-4d2c-86e8-943556ecf63b,1,0,63.96197599997322,63.96197599997322,63.96197599997322,63.96197599997322,69.0,0.00837577179469376,0.0,64,64,64,64,64,64,64,64,64,64,64
DELETE,/dev/items?id=cd1d0916-caec-413b-b9a7-59f09004c159,1,0,79.89811699997063,79.89811699997063,79.89811699997063,79.89811699997063,64.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
GET,/dev/items?id=cd1d0916-caec-413b-b9a7-59f09004c159,1,0,89.14824800001497,89.14824800001497,89.14824800001497,89.14824800001497,69.0,0.00837577179469376,0.0,89,89,89,89,89,89,89,89,89,89,89
DELETE,/dev/items?id=cd38bc04-1be2-45d3-a59d-dad6f7fdb7dc,1,0,123.77153699992505,123.77153699992505,123.77153699992505,123.77153699992505,64.0,0.00837577179469376,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/dev/items?id=cd38bc04-1be2-45d3-a59d-dad6f7fdb7dc,1,0,80.24881299991193,80.24881299991193,80.24881299991193,80.24881299991193,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=cd5ad0a8-6bb8-45cb-98da-e367ea10f136,1,0,81.22494000008373,81.22494000008373,81.22494000008373,81.22494000008373,64.0,0.00837577179469376,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/dev/items?id=cd5ad0a8-6bb8-45cb-98da-e367ea10f136,1,0,58.58363500010455,58.58363500010455,58.58363500010455,58.58363500010455,69.0,0.00837577179469376,0.0,59,59,59,59,59,59,59,59,59,59,59
DELETE,/dev/items?id=cdbb703c-a23f-444d-bb4a-112c2f361a4c,1,0,60.6885610000063,60.6885610000063,60.6885610000063,60.6885610000063,64.0,0.00837577179469376,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/dev/items?id=cdbb703c-a23f-444d-bb4a-112c2f361a4c,1,0,57.38353000003826,57.38353000003826,57.38353000003826,57.38353000003826,69.0,0.00837577179469376,0.0,57,57,57,57,57,57,57,57,57,57,57
DELETE,/dev/items?id=cea22d0b-4252-46c5-ae3a-f71af83c2714,1,0,52.13749500001086,52.13749500001086,52.13749500001086,52.13749500001086,64.0,0.00837577179469376,0.0,52,52,52,52,52,52,52,52,52,52,52
GET,/dev/items?id=cea22d0b-4252-46c5-ae3a-f71af83c2714,1,0,90.89477600002738,90.89477600002738,90.89477600002738,90.89477600002738,69.0,0.00837577179469376,0.0,91,91,91,91,91,91,91,91,91,91,91
DELETE,/dev/items?id=cf6b8799-f1fe-4499-a445-560558de2507,1,0,55.03378399998837,55.03378399998837,55.03378399998837,55.03378399998837,64.0,0.00837577179469376,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/dev/items?id=cf6b8799-f1fe-4499-a445-560558de2507,1,0,52.08623099997567,52.08623099997567,52.08623099997567,52.08623099997567,69.0,0.00837577179469376,0.0,52,52,52,52,52,52,52,52,52,52,52
DELETE,/dev/items?id=cfd5f1a2-f8a8-4b9f-a7d2-b25f7fdeb124,1,0,55.27933300004406,55.27933300004406,55.27933300004406,55.27933300004406,64.0,0.00837577179469376,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/dev/items?id=cfd5f1a2-f8a8-4b9f-a7d2-b25f7fdeb124,1,0,59.684395999966,59.684395999966,59.684395999966,59.684395999966,69.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
DELETE,/dev/items?id=d11effa2-9ab8-4646-8a1e-3912eff83768,1,0,75.98362299995642,75.98362299995642,75.98362299995642,75.98362299995642,64.0,0.00837577179469376,0.0,76,76,76,76,76,76,76,76,76,76,76
GET,/dev/items?id=d11effa2-9ab8-4646-8a1e-3912eff83768,1,0,79.57568300003004,79.57568300003004,79.57568300003004,79.57568300003004,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=d15ec80c-1571-4c16-9c5e-c0205cfbd30c,1,0,199.74615800003903,199.74615800003903,199.74615800003903,199.74615800003903,64.0,0.00837577179469376,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/dev/items?id=d15ec80c-1571-4c16-9c5e-c0205cfbd30c,1,0,100.77964300000986,100.77964300000986,100.77964300000986,100.77964300000986,69.0,0.00837577179469376,0.0,100,100,100,100,100,100,100,100,100,100,100
DELETE,/dev/items?id=d1b435ca-d335-4fc7-984b-97bee09d786f,1,0,74.68670299999758,74.68670299999758,74.68670299999758,74.68670299999758,64.0,0.00837577179469376,0.0,75,75,75,75,75,75,75,75,75,75,75
GET,/dev/items?id=d1b435ca-d335-4fc7-984b-97bee09d786f,1,0,176.7544120000366,176.7544120000366,176.7544120000366,176.7544120000366,69.0,0.00837577179469376,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/dev/items?id=d32aae3f-a5b3-49e3-9e38-f951f9dcb89a,1,0,58.94763099990996,58.94763099990996,58.94763099990996,58.94763099990996,64.0,0.00837577179469376,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/dev/items?id=d32aae3f-a5b3-49e3-9e38-f951f9dcb89a,1,0,48.1690650000246,48.1690650000246,48.1690650000246,48.1690650000246,69.0,0.00837577179469376,0.0,48,48,48,48,48,48,48,48,48,48,48
DELETE,/dev/items?id=d373f10c-9d3b-4130-8503-aff9fa3584ae,1,0,60.24879900007818,60.24879900007818,60.24879900007818,60.24879900007818,64.0,0.00837577179469376,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/dev/items?id=d373f10c-9d3b-4130-8503-aff9fa3584ae,1,0,91.70834899998681,91.70834899998681,91.70834899998681,91.70834899998681,69.0,0.00837577179469376,0.0,92,92,92,92,92,92,92,92,92,92,92
DELETE,/dev/items?id=d3783760-9d3b-4685-9845-c08a1c060859,1,0,65.24060099991402,65.24060099991402,65.24060099991402,65.24060099991402,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=d3783760-9d3b-4685-9845-c08a1c060859,1,0,79.85479799992845,79.85479799992845,79.85479799992845,79.85479799992845,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=d3b3e9b1-24ef-475c-9950-6cac19b3d2aa,1,0,86.26146400001744,86.26146400001744,86.26146400001744,86.26146400001744,64.0,0.00837577179469376,0.0,86,86,86,86,86,86,86,86,86,86,86
GET,/dev/items?id=d3b3e9b1-24ef-475c-9950-6cac19b3d2aa,1,0,62.37735000001976,62.37735000001976,62.37735000001976,62.37735000001976,69.0,0.00837577179469376,0.0,62,62,62,62,62,62,62,62,62,62,62
DELETE,/dev/items?id=d47b42c6-08ec-47e2-9b6f-158662df1fe5,1,0,64.64485499998318,64.64485499998318,64.64485499998318,64.64485499998318,64.0,0.00837577179469376,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/dev/items?id=d47b42c6-08ec-47e2-9b6f-158662df1fe5,1,0,79.81810900002984,79.81810900002984,79.81810900002984,79.81810900002984,69.0,0.00837577179469376,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,/dev/items?id=d510f63f-3834-46ea-93ed-da7704dc09d7,1,0,57.16844099993068,57.16844099993068,57.16844099993068,57.16844099993068,64.0,0.00837577179469376,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/dev/items?id=d510f63f-3834-46ea-93ed-da7704dc09d7,1,0,63.279072999989694,63.279072999989694,63.279072999989694,63.279072999989694,69.0,0.00837577179469376,0.0,63,63,63,63,63,63,63,63,63,63,63
